raw_name,canonical_name,confidence_score,method,entity_type,timestamp
Steveeeeeeen,Steveeeeeeen,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.437723+00:00
ResembleAI,ResembleAI,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.437936+00:00
black-forest-labs,Black Forest Labs,1.0,EXACT_ALIAS,STARTUP,2026-08-28T20:04:33.438198+00:00
multimodalart,Multimodalart,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.438229+00:00
Qwen,Qwen,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.438514+00:00
pollen-robotics,Pollen Robotics,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.438775+00:00
dream2589632147,Dream2589632147,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.439487+00:00
Upsampler,Upsampler,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.440102+00:00
V0pr0S,V0pr0S,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.440786+00:00
nphSi,nphSi,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.441202+00:00
kulkas2pintu,Kulkas2Pintu,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.441566+00:00
tfrere,Tfrere,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.441907+00:00
huggingface,Hugging Face,1.0,EXACT_ALIAS,STARTUP,2026-08-28T20:04:33.442271+00:00
magenta-community,Magenta Community,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.442321+00:00
build-small-hackathon,Build Small Hackathon,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.442717+00:00
cinderholm,Cinderholm,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.443261+00:00
HuggingFaceM4,Hugging Face,0.969,FUZZY_MATCH,STARTUP,2026-08-28T20:04:33.443811+00:00
openadmet,Openadmet,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.444299+00:00
teamup-tech,Teamup,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.444640+00:00
BananaMind,BananaMind,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.445130+00:00
finebooks,Finebooks,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.445567+00:00
ohokaystar,Ohokaystar,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.445879+00:00
Cockdaddyfuck,Cockdaddyfuck,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.446178+00:00
Loie,Loie,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.446437+00:00
YJX-Xiaomi,YJX Xiaomi,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.446708+00:00
fromziro,Fromziro,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.447130+00:00
AtomixLabs,AtomixLabs,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.447536+00:00
Akuyakufree,Akuyakufree,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.447860+00:00
AP2122,Ap2122,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.448127+00:00
dalle-mini,Dalle Mini,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.448442+00:00
abidlabs,Abidlabs,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.448843+00:00
teelinsan,Teelinsan,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.449146+00:00
Xenova,Xenova,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.449410+00:00
ovi054,Ovi054,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.449620+00:00
amirgame197,Amirgame197,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.449916+00:00
mrfakename,Mrfakename,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.450295+00:00
ggml-org,Ggml Org,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.450693+00:00
MarkoVidrih,MarkoVidrih,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.451129+00:00
stabilityai,Stability AI,1.0,EXACT_ALIAS,STARTUP,2026-08-28T20:04:33.451463+00:00
baldiungu,Baldiungu,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.451483+00:00
opendatalab,Opendatalab,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.451865+00:00
ovi054,Ovi054,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.452305+00:00
fancyfeast,Fancyfeast,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.452647+00:00
mlx-community,Mlx Community,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.453002+00:00
dorumon,Dorumon,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.453486+00:00
elmresearchcenter,Elmresearchcenter,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.453950+00:00
BLACKHOOL,Blackhool,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.454397+00:00
Nymbo,Nymbo,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.454871+00:00
fffiloni,Fffiloni,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.455780+00:00
tencent,Tencent,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.456224+00:00
huggingface,Hugging Face,1.0,EXACT_ALIAS,STARTUP,2026-08-28T20:04:33.456654+00:00
Lightricks,Lightricks,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.456681+00:00
oobabooga,Oobabooga,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.457123+00:00
Agents-MCP-Hackathon,Agents MCP Hackathon,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.457509+00:00
Qwen,Qwen,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.457995+00:00
VirtualKimi,VirtualKimi,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.458381+00:00
ALSv,ALSv,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.458701+00:00
Stable-X,Stable X,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.459088+00:00
lerobot,Lerobot,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.459612+00:00
preSalesAIAutomation,preSalesAIAutomation,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.459992+00:00
alexnasa,Alexnasa,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.460266+00:00
prithivMLmods,prithivMLmods,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.460534+00:00
multimodalart,Multimodalart,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.460841+00:00
KevinAHM,KevinAHM,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.461066+00:00
HuggingFaceFW,Hugging Face,0.969,FUZZY_MATCH,STARTUP,2026-08-28T20:04:33.461285+00:00
ARTPARK-IISc,ARTPARK IISc,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.461546+00:00
lerobot,Lerobot,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.461825+00:00
duoan,Duoan,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.462058+00:00
Lightricks,Lightricks,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.462256+00:00
rikunarita,Rikunarita,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.462488+00:00
mikeee,Mikeee,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.462699+00:00
ABABA-23,Ababa 23,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.462917+00:00
tonyassi,Tonyassi,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.463145+00:00
AdithyaSK,AdithyaSK,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.463360+00:00
TencentARC,TencentARC,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.463563+00:00
nvidia,Nvidia,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.463755+00:00
facebook,Facebook,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.463984+00:00
someone-in-the-world,Someone In The World,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.464271+00:00
raubatz,Raubatz,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.464770+00:00
multimodalart,Multimodalart,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.465141+00:00
smolagents,Smolagents,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.465482+00:00
obsxrver,Obsxrver,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.465830+00:00
STCM,Stcm,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.466202+00:00
Hittler-AI,Hittler,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.466406+00:00
Audio8,Udio,0.889,FUZZY_MATCH,STARTUP,2026-08-28T20:04:33.466622+00:00
Aratako,Aratako,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.466818+00:00
Tandemdevil,Tandemdevil,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.467057+00:00
hugging-apps,Hugging Face,0.891,FUZZY_MATCH,STARTUP,2026-08-28T20:04:33.467302+00:00
bened,Bened,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.467547+00:00
Virwirl,Virwirl,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.467742+00:00
fastino,Fastino,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.467948+00:00
superwhisper,Superwhisper,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.468162+00:00
rofergon,Rofergon,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.468392+00:00
multimodalart,Multimodalart,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.468737+00:00
Shourabhji500,Shourabhji500,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.468958+00:00
Poij134,Poij134,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.469238+00:00
hugging-apps,Hugging Face,0.891,FUZZY_MATCH,STARTUP,2026-08-28T20:04:33.469448+00:00
hugging-apps,Hugging Face,0.891,FUZZY_MATCH,STARTUP,2026-08-28T20:04:33.469713+00:00
hemantkumar30590,Hemantkumar30590,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.469925+00:00
Pp123yyy,Pp123yyy,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.470190+00:00
FINAL-Bench,FINAL Bench,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.470637+00:00
7Vivek,7Vivek,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.471159+00:00
Akuva2001,Akuva2001,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.471403+00:00
huggingface-projects,Hugging Face,0.916,FUZZY_MATCH,STARTUP,2026-08-28T20:04:33.471674+00:00
pharmapsychotic,Pharmapsychotic,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.472068+00:00
deepghs,Deepghs,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.472452+00:00
merve,Merve,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.472881+00:00
bigcode,Bigcode,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.473260+00:00
hf-accelerate,Hf Accelerate,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.473597+00:00
skytnt,Skytnt,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.473957+00:00
r3gm,R3Gm,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.474338+00:00
AP123,Ap123,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.474689+00:00
3d-arena,3D Arena,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.474955+00:00
TTS-AGI,Tts Agi,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.475302+00:00
InstantX,InstantX,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.475544+00:00
Vchitect,Vchitect,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.475806+00:00
opencompass,Opencompass,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.476142+00:00
mrfakename,Mrfakename,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.476536+00:00
Asahina2K,Asahina2K,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.476907+00:00
Nick088,Nick088,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.477258+00:00
asigalov61,Asigalov61,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.477645+00:00
TencentARC,TencentARC,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.478014+00:00
tonyassi,Tonyassi,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.478409+00:00
r3gm,R3Gm,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.478803+00:00
r3gm,R3Gm,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.479157+00:00
depth-anything,Depth Anything,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.479518+00:00
finegrain,Finegrain,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.480096+00:00
gokaygokay,Gokaygokay,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.480679+00:00
not-lain,Not Lain,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.481262+00:00
BennyKok,BennyKok,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.481934+00:00
GanymedeNil,GanymedeNil,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.482525+00:00
patriotyk,Patriotyk,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.483122+00:00
fffiloni,Fffiloni,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.483699+00:00
Phips,Phips,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.484179+00:00
stabilityai,Stability AI,1.0,EXACT_ALIAS,STARTUP,2026-08-28T20:04:33.484680+00:00
briaai,Briaai,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.484717+00:00
reycn,Reycn,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.485308+00:00
avans06,Avans06,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.485848+00:00
adityas2410,Adityas2410,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.486393+00:00
hkchengrex,Hkchengrex,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.487016+00:00
broyang,Broyang,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.487261+00:00
OpenEvals,OpenAI,0.883,FUZZY_MATCH,STARTUP,2026-08-28T20:04:33.487569+00:00
fancyfeast,Fancyfeast,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.487842+00:00
amaai-lab,Amaai Lab,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.488105+00:00
hesamation,Hesamation,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.488433+00:00
hasanbasbunar,Hasanbasbunar,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.488693+00:00
YLab-Open,YLab Open,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.488924+00:00
webml-community,Webml Community,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.489210+00:00
frogleo,Frogleo,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.489483+00:00
tencent,Tencent,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.489728+00:00
OmniGen2,OmniGen2,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.489951+00:00
developerpro,Developerpro,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.490154+00:00
NihalGazi,NihalGazi,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.490356+00:00
Siddhant-Jain,Siddhant Jain,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.490556+00:00
Upsampler,Upsampler,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.490790+00:00
RioShiina,RioShiina,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.490975+00:00
Wan-AI,Wan,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.491169+00:00
tggtg,Tggtg,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.491375+00:00
akhaliq,Akhaliq,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.491584+00:00
multimodalart,Multimodalart,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.491812+00:00
ASLP-lab,ASLP lab,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.492018+00:00
linoyts,Linoyts,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.492236+00:00
OpenEvals,OpenAI,0.883,FUZZY_MATCH,STARTUP,2026-08-28T20:04:33.492452+00:00
stocovac,Stocovac,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.492658+00:00
Tongyi-MAI,Tongyi MAI,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.492861+00:00
Saravutw,Saravutw,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.493126+00:00
mcp-tools,Mcp Tools,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.493613+00:00
nvidia,Nvidia,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.494151+00:00
FunAudioLLM,FunAudioLLM,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.494550+00:00
lang-uk,Lang Uk,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.494901+00:00
V0pr0S,V0pr0S,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.495263+00:00
linoyts,Linoyts,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.495491+00:00
alexnasa,Alexnasa,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.495691+00:00
notaneimu,Notaneimu,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.495894+00:00
Ultralytics,Ultralytics,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.496100+00:00
WorldArena,WorldArena,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.496447+00:00
Plana-Archive,Plana Archive,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.496703+00:00
pliny-the-prompter,Pliny The Prompter,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.496942+00:00
rahul7star,Rahul7Star,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.497190+00:00
LiquidAI,LiquidAI,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.497476+00:00
aet256,Aet256,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.497685+00:00
babaTEEpe,babaTEEpe,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.497935+00:00
gecew1,Gecew1,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.498170+00:00
darkc0de,Darkc0De,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.498393+00:00
pollen-robotics,Pollen Robotics,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.498601+00:00
EdgeFirst,EdgeFirst,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.498835+00:00
open-agent-leaderboard,Open Agent Leaderboard,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.499024+00:00
Clifford77,Clifford77,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.499289+00:00
prithivMLmods,prithivMLmods,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.499490+00:00
victor,Victor,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.499787+00:00
QuanticaLab,QuanticaLab,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.499980+00:00
imstevenpmwork,Imstevenpmwork,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.500187+00:00
tonyassi,Tonyassi,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.500404+00:00
Rikunarita-ORG,Rikunarita ORG,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.500835+00:00
taagarwa,Taagarwa,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.501323+00:00
akhaliq,Akhaliq,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.501799+00:00
nvidia,Nvidia,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.502336+00:00
tfrere,Tfrere,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.502915+00:00
AmirKazim,AmirKazim,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.503441+00:00
Glint-Research,Glint Research,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.504093+00:00
webml-community,Webml Community,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.504749+00:00
pandeypratham,Pandeypratham,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.505455+00:00
ideogram-ai,Ideogram,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.505980+00:00
build-small-hackathon,Build Small Hackathon,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.506382+00:00
Quran-Lab,Quran Lab,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.506823+00:00
CohereLabs,Cohere,0.92,FUZZY_MATCH,STARTUP,2026-08-28T20:04:33.507137+00:00
jickman125,Jickman125,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.507478+00:00
build-small-hackathon,Build Small Hackathon,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.508133+00:00
build-small-hackathon,Build Small Hackathon,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.508889+00:00
g-group-ai-lab,G Lab,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.509500+00:00
Glint-Research,Glint Research,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.509862+00:00
Alirezakzt,Alirezakzt,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.510124+00:00
utkucoban,Utkucoban,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.510391+00:00
krea,Krea AI,1.0,EXACT_ALIAS,STARTUP,2026-08-28T20:04:33.510635+00:00
MecCogAgenticChallenge,MecCogAgenticChallenge,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.510684+00:00
shanghsin,Shanghsin,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.511089+00:00
roxopastel,Roxopastel,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.511462+00:00
zsaxcdssdf,Zsaxcdssdf,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.511852+00:00
Quazim0t0,Quazim0t0,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.512222+00:00
MINTSYFRAGOVUA,Mintsyfragovua,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.512587+00:00
fffiloni,Fffiloni,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.512968+00:00
yijunwang2,Yijunwang2,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.513313+00:00
bench-labs,Bench,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.513702+00:00
cinderholm,Cinderholm,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.514011+00:00
owensong,Owensong,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.514357+00:00
Plana-Archive,Plana Archive,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.515012+00:00
AdithyaSK,AdithyaSK,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.515447+00:00
qgallouedec,Qgallouedec,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.515902+00:00
LiquidAI,LiquidAI,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.516264+00:00
LiquidAI,LiquidAI,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.516472+00:00
larryvrh,Larryvrh,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.516763+00:00
Lightricks,Lightricks,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.517012+00:00
Qualcomm-AI-Research,Qualcomm Research,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.517247+00:00
hugging-apps,Hugging Face,0.891,FUZZY_MATCH,STARTUP,2026-08-28T20:04:33.517528+00:00
EryriLabs,EryriLabs,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.517898+00:00
hugging-apps,Hugging Face,0.891,FUZZY_MATCH,STARTUP,2026-08-28T20:04:33.518339+00:00
davanstrien,Davanstrien,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.518821+00:00
leminhhung0101,Leminhhung0101,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.519207+00:00
ramu23,Ramu23,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.519599+00:00
brnawy2,Brnawy2,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.519930+00:00
akhaliq,Akhaliq,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.520293+00:00
MiniMaxAI,MiniMaxAI,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.520725+00:00
TencentARC,TencentARC,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.521085+00:00
pollen-robotics,Pollen Robotics,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.521438+00:00
fastino,Fastino,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.522019+00:00
MicroHERO,MicroHERO,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.522457+00:00
peter-sk,Peter Sk,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.522881+00:00
StarDoc-AI,StarDoc,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.523387+00:00
AlexSinHF,AlexSinHF,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.523800+00:00
signsur4739379373,Signsur4739379373,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.524192+00:00
FireCRT,FireCRT,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.524586+00:00
hugging-apps,Hugging Face,0.891,FUZZY_MATCH,STARTUP,2026-08-28T20:04:33.524982+00:00
webml-community,Webml Community,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.525418+00:00
idiouf,Idiouf,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.525822+00:00
hugging-apps,Hugging Face,0.891,FUZZY_MATCH,STARTUP,2026-08-28T20:04:33.526131+00:00
ml-intern-explorers,ML Intern Explorers,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.526533+00:00
youqiwong,Youqiwong,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.527029+00:00
nohypeai,Nohypeai,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.527427+00:00
hugging-apps,Hugging Face,0.891,FUZZY_MATCH,STARTUP,2026-08-28T20:04:33.527803+00:00
Werea-co,Werea,1.0,PASS_THROUGH,STARTUP,2026-08-28T20:04:33.528256+00:00
